ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0003-1476-2965,10.1111/caim.12278,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/2468,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1111/caim.12328,0963-1690,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/2468,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1111/1744-7941.12178,1038-4111,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,None,None,None,None
0000-0003-1476-2965,10.1080/00223980.2019.1567453,0022-3980,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18984,None,None,None
0000-0003-1476-2965,10.1108/pr-07-2018-0241,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/pr-02-2018-0052,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/pr-02-2017-0039,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1016/j.jbusres.2018.04.002,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13785,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1108/MRJIAM-07-2017-0768,1536-5433,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2954,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1108/MD-03-2017-0187,0025-1747,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2949,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1007/s10551-015-3004-7,0167-4544,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/14865,None,None,None
0000-0003-1476-2965,10.4135/9781473984080,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.1016/j.jbusres.2017.09.006,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13785,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.4337/9781786432919.00007,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.1108/PR-06-2017-0192,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1017/jmo.2017.7,1833-3672,https://www.cambridge.org/core/terms,www.cambridge.org,https://v2.sherpa.ac.uk/id/publication/28415,None,None,None
0000-0003-1476-2965,10.1016/j.emj.2016.06.008,0263-2373,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13239,None,10970:fee_no:Must link to publisher version with DOI;,10972:fee_yes:Published source must be acknowledged with citation;10973:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1016/j.jbusres.2017.04.013,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13785,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1108/PR-08-2015-0221,0048-3486,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2971,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1002/hrm.21761,0090-4848,http://doi.wiley.com/10.1002/tdm_license_1.1,doi.wiley.com,https://v2.sherpa.ac.uk/id/publication/14605,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1177/1548051816664680,1548-0518,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9306,None,None,None
0000-0003-1476-2965,10.1007/s10869-016-9455-8,0889-3268,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/14864,None,None,None
0000-0003-1476-2965,10.1016/j.ibusrev.2015.12.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13175,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1016/j.lindif.2016.08.043,1041-6080,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/16787,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0003-1476-2965,10.1002/hrdq.21258,1044-8004,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/14604,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1111/etap.12121,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
0000-0003-1476-2965,10.1007/s11365-014-0328-1,1554-7191,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/13392,None,None,None
0000-0003-1476-2965,10.1002/sej.1189,1932-4391,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6971,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1177/0266242614540316,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1108/JOEPP-09-2015-0033,2051-6614,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/28006,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1476-2965,10.1016/j.jfbs.2015.04.003,1877-8585,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13925,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0003-1476-2965,10.1111/radm.12090,0033-6807,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/7160,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1177/0266242613502801,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1007/s11187-013-9471-2,0921-898X,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1016/j.ibusrev.2014.03.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13175,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1509/jim.13.0131,1069-031X,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/35653,None,None,None
0000-0003-1476-2965,10.1007/s11187-013-9515-7,0921-898X,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1111/apps.12006,0269-994X,http://doi.wiley.com/10.1002/tdm_license_1.1,doi.wiley.com,https://v2.sherpa.ac.uk/id/publication/3616,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0003-1476-2965,10.1002/hrdq.21185,1044-8004,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/14604,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1007/s10551-013-1902-0,0167-4544,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/14865,None,None,None
0000-0003-1476-2965,10.1111/joms.12012,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6907,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1111/j.1540-5885.2012.00986.x,0737-6782,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/15932,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1111/j.1540-6520.2011.00470.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
0000-0003-1476-2965,10.1177/0018726713481634,0018-7267,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9189,None,None,None
0000-0003-1476-2965,10.1111/etap.12021,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
0000-0003-1476-2965,10.1016/j.technovation.2012.12.002,0166-4972,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/16966,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1177/0266242611432360,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1016/j.ibusrev.2011.02.001,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13175,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1111/j.1467-9310.2011.00666.x,0033-6807,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/7160,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1016/j.jbusvent.2011.09.003,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13786,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.4337/9781781009116.00013,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.1111/j.1540-5885.2011.00830.x,0737-6782,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/15932,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1016/j.ibusrev.2010.08.005,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13175,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1111/j.1467-6486.2010.00999.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6907,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1080/08985626.2011.580164,0898-5626,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5219,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1177/0266242610372460,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1109/TEM.2010.2048911,0018-9391,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,ieeexplore.ieee.org,https://v2.sherpa.ac.uk/id/publication/3449,"11087:fee_no:Must be replaced with accepted version When submitted, set statement to accompany deposit (see policy) When accepted for publication, must either replace the submitted work with a full citation OR the accepted version with a DOI When accepted for publication, must be removed if not on the permitted locations for accepted article IEEE must be informed as to the electronic address of the pre-print Publisher copyright and source must be acknowledged;","11089:fee_no:When accepted for publication, set statement to accompany deposit (see policy) Must link to publisher version with DOI Publisher copyright and source must be acknowledged;11092:fee_no:Submissions should include the following text in the funding acknowledgement section of the manuscript and any cover note accompanying the submission: ""For the purpose of open access, the author(s) has applied a Creative Commons Attribution (CC BY) license to any Accepted Manuscript version arising.""' Publisher source must be acknowledged with citation;11093:fee_no:Publisher source must be acknowledged with citation;",None
0000-0003-1476-2965,10.1016/j.ibusrev.2009.09.002,0969-5931,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13175,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1016/j.jbusvent.2009.01.004,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13786,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1080/08276331.2009.10593446,0827-6331,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/42080,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1016/j.jbusvent.2008.04.008,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13786,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1177/1350508409337580,1350-5084,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9402,None,None,None
0000-0003-1476-2965,10.1111/j.1540-627X.2009.00276.x,0047-2778,http://doi.wiley.com/10.1002/tdm_license_1.1,doi.wiley.com,https://v2.sherpa.ac.uk/id/publication/3759,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1177/0266242609334971,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1016/j.jbusres.2008.10.021,0148-2963,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13785,None,11139:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11143:fee_no:Must link to publisher version with DOI;,11141:fee_yes:Published source must be acknowledged with citation;11142:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1007/s11747-008-0122-0,0092-0703,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16440,None,140:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0000-0003-1476-2965,10.2139/ssrn.1310888,1556-5068,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.1080/08276331.2008.10593426,0827-6331,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/42080,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1057/palgrave.jibs.8400382,0047-2506,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/8340,None,12:fee_no:Published source must be acknowledged Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit;,None
0000-0003-1476-2965,10.1111/j.1467-6486.2007.00764.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6907,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1057/palgrave.jibs.8400343,0047-2506,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/8340,None,12:fee_no:Published source must be acknowledged Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit;,None
0000-0003-1476-2965,10.1057/PALGRAVE.JIBS.8400382,0047-2506,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/8340,None,12:fee_no:Published source must be acknowledged Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit;,None
0000-0003-1476-2965,10.1111/j.1467-6486.2007.00747.x,0022-2380,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6907,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1476-2965,10.1007/s11187-008-9132-z,0921-898X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1111/j.1540-6520.2008.00247.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
0000-0003-1476-2965,10.1177/097135570701600202,0971-3557,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9520,None,None,None
0000-0003-1476-2965,10.4337/9781847206985.00020,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.1111/j.1540-627X.2007.00223.x,0047-2778,http://doi.wiley.com/10.1002/tdm_license_1.1,doi.wiley.com,https://v2.sherpa.ac.uk/id/publication/3759,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.4337/9781847208781.00015,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.4337/9781847204172.00019,No ISSN found,No URL retrieved,,None,None,None,None
0000-0003-1476-2965,10.5465/AMP.2006.21903483,1558-9080,No URL retrieved,,error,error,error,error
0000-0003-1476-2965,10.1016/j.jbusvent.2005.04.007,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13786,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1177/0266242606065507,0266-2426,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9223,None,None,None
0000-0003-1476-2965,10.1111/j.1540-6520.2006.00118.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
0000-0003-1476-2965,10.1007/s11187-005-1988-6,0921-898X,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1016/j.jbusvent.2004.03.001,0883-9026,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13786,None,11150:fee_no:Must link to publisher version with DOI Publisher source must be acknowledged with citation;11154:fee_no:Must link to publisher version with DOI;,11153:fee_yes:Published source must be acknowledged with citation;
0000-0003-1476-2965,10.1080/13691060500258943,1369-1066,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6303,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-1476-2965,10.1007/s11187-005-5333-x,0921-898X,http://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16452,None,None,None
0000-0003-1476-2965,10.1111/j.1540-6520.2005.00096.x,1042-2587,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/7661,None,None,None
