,ORCID,DOI,issn,LICENSE_URL
510,0000-0001-6203-5338,10.1038/s41467-021-21946-2,2041-1723,https://creativecommons.org/licenses/by/4.0
511,0000-0001-6203-5338,10.1021/acs.jpclett.0c03110,1948-7185,https://doi.org/10.15223/policy-029
512,0000-0001-6203-5338,10.1021/acsami.1c18038,1944-8244,https://doi.org/10.15223/policy-029
513,0000-0001-6203-5338,10.1039/d1tc02485j,2050-7526,http://rsc.li/journals-terms-of-use
514,0000-0001-6203-5338,10.1002/adfm.201907379,1616-301X,http://onlinelibrary.wiley.com/termsAndConditions#am
515,0000-0001-6203-5338,10.1002/advs.202000195,2198-3844,http://creativecommons.org/licenses/by/4.0/
516,0000-0001-6203-5338,10.1002/adfm.202000594,1616-301X,http://onlinelibrary.wiley.com/termsAndConditions#vor
517,0000-0001-6203-5338,10.1021/jacs.0c04919,0002-7863,https://doi.org/10.15223/policy-029
518,0000-0001-6203-5338,10.1021/acs.chemmater.9b05321,0897-4756,https://doi.org/10.15223/policy-029
519,0000-0001-6203-5338,10.1063/5.0015843,0003-6951,https://creativecommons.org/licenses/by/4.0/
520,0000-0001-6203-5338,10.1007/s12274-019-2611-5,1998-0124,http://www.springer.com/tdm
521,0000-0001-6203-5338,10.1039/d0na00545b,2516-0230,http://creativecommons.org/licenses/by-nc/3.0/
522,0000-0001-6203-5338,10.1021/acsami.9b17339,1944-8244,https://doi.org/10.15223/policy-029
523,0000-0001-6203-5338,10.1039/c8nr10150g,2040-3364,http://rsc.li/journals-terms-of-use
524,0000-0001-6203-5338,10.1021/acs.jpclett.9b01048,1948-7185,https://doi.org/10.15223/policy-029
525,0000-0001-6203-5338,10.1038/s41598-019-44325-w,2045-2322,https://creativecommons.org/licenses/by/4.0
526,0000-0001-6203-5338,10.1021/acs.nanolett.9b02374,1530-6984,https://doi.org/10.15223/policy-029
527,0000-0001-6203-5338,10.1021/acsphotonics.7b01431,2330-4022,No URL retrieved
528,0000-0001-6203-5338,10.1039/c8ce01060a,1466-8033,http://rsc.li/journals-terms-of-use
529,0000-0001-6203-5338,10.1021/acs.jpcc.8b09096,1932-7447,No URL retrieved
530,0000-0001-6203-5338,10.1021/acs.chemmater.7b04825,0897-4756,No URL retrieved
531,0000-0001-6203-5338,10.1039/c8tc03977a,2050-7526,http://rsc.li/journals-terms-of-use
532,0000-0001-6203-5338,10.1063/1.5048108,0003-6951,No URL retrieved
533,0000-0001-6203-5338,10.1038/nphys4073,1745-2473,http://www.springer.com/tdm
534,0000-0001-6203-5338,10.1021/acsphotonics.6b00211,2330-4022,No URL retrieved
535,0000-0001-6203-5338,10.1038/ncomms9185,2041-1723,https://creativecommons.org/licenses/by/4.0
536,0000-0001-6203-5338,10.1021/acsnano.5b01859,1936-0851,No URL retrieved
537,0000-0001-6203-5338,10.1021/acs.jpclett.5b00689,1948-7185,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html
538,0000-0001-6203-5338,10.1021/nn506075s,1936-0851,https://doi.org/10.15223/policy-029
539,0000-0001-6203-5338,10.1021/nn405236k,1936-0851,No URL retrieved
540,0000-0001-6203-5338,10.1021/nl503085v,1530-6984,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html
541,0000-0001-6203-5338,10.1063/1.4789434,0003-6951,No URL retrieved
542,0000-0001-6203-5338,10.1021/am400443w,1944-8244,No URL retrieved
543,0000-0001-6203-5338,10.1016/j.solmat.2013.07.018,0927-0248,https://www.elsevier.com/tdm/userlicense/1.0/
544,0000-0001-6203-5338,10.1021/nn300707d,1936-0851,No URL retrieved
545,0000-0001-6203-5338,10.1103/PhysRevB.86.155313,1098-0121,http://link.aps.org/licenses/aps-default-license
546,0000-0001-6203-5338,10.1021/nl2015729,1530-6984,No URL retrieved
547,0000-0001-6203-5338,10.1126/science.1209845,0036-8075,No URL retrieved
548,0000-0001-6203-5338,10.1021/nl103814g,1530-6984,No URL retrieved
549,0000-0001-6203-5338,10.1002/adma.201001148,0935-9648,http://onlinelibrary.wiley.com/termsAndConditions#vor
550,0000-0002-0902-7512,10.1038/s41390-024-03488-7,0031-3998,https://www.springernature.com/gp/researchers/text-and-data-mining
551,0009-0000-2686-581X,10.1080/29984475.2025.2501997,2998-4475,No URL retrieved
552,0000-0002-7039-7467,10.1177/00961442251325201,0096-1442,https://journals.sagepub.com/page/policies/text-and-data-mining-license
553,0000-0001-9739-7208,10.1061/JCCOF2.CCENG-5325,1090-0268,No URL retrieved
554,0000-0001-9739-7208,10.3390/su17135977,2071-1050,https://creativecommons.org/licenses/by/4.0/
555,0000-0001-9739-7208,10.3390/jcs9060282,2504-477X,https://creativecommons.org/licenses/by/4.0/
556,0000-0003-4638-5586,10.1096/fj.202402421R,0892-6638,http://creativecommons.org/licenses/by/4.0/
557,0000-0002-8905-1618,10.34133/2020/6293145,2643-6515,https://www.elsevier.com/tdm/userlicense/1.0/
558,0000-0003-2229-222X,10.1111/jar.70058,1360-2322,http://creativecommons.org/licenses/by-nc-nd/4.0/
559,0000-0003-3806-8986,10.1080/15230430.2024.2445945,1523-0430,http://creativecommons.org/licenses/by/4.0/
560,0000-0003-3806-8986,10.1029/2024EF005518,2328-4277,http://creativecommons.org/licenses/by-nc-nd/4.0/
561,0000-0002-2226-0490,10.1007/s12553-024-00936-6,2190-7188,https://www.springernature.com/gp/researchers/text-and-data-mining
562,0000-0002-4409-2643,10.1037/str0000311,1573-3424,No URL retrieved
563,0000-0001-7656-8485,10.5751/ES-13842-280123,1708-3087,No URL retrieved
564,0000-0003-1631-9924,10.1111/acer.70082,2993-7175,http://creativecommons.org/licenses/by-nc-nd/4.0/
565,0000-0002-4603-333X,10.1080/07434618.2025.2516760,0743-4618,http://creativecommons.org/licenses/by-nc-nd/4.0/
566,0000-0002-1583-0782,10.1113/JP289013,0022-3751,http://creativecommons.org/licenses/by/4.0/
567,0000-0002-1583-0782,10.1152/japplphysiol.00863.2024,8750-7587,No URL retrieved
568,0000-0001-5366-7552,10.1080/17549507.2024.2367518,1754-9507,No URL retrieved
569,0000-0001-5366-7552,10.1111/dmcn.15460,0012-1622,http://onlinelibrary.wiley.com/termsAndConditions#vor
570,0000-0002-6945-6108,10.1080/1091367X.2024.2422309,1091-367X,No URL retrieved
571,0000-0003-4868-0482,10.1080/16184742.2024.2400135,1618-4742,No URL retrieved
572,0000-0003-4868-0482,10.1080/23750472.2022.2147859,2375-0472,No URL retrieved
573,0000-0003-0348-9203,10.1080/00222216.2023.2215774,0022-2216,No URL retrieved
574,0009-0009-6265-7669,10.5281/ZENODO.3715410,No ISSN found,No URL retrieved
575,0009-0002-2480-9034,10.1097/NNR.0000000000000714,1538-9847,No URL retrieved
576,0009-0002-2480-9034,10.2196/49185,2369-2960,No URL retrieved
577,0009-0002-2480-9034,10.3389/fpubh.2023.1282296,2296-2565,https://creativecommons.org/licenses/by/4.0/
578,0000-0001-6192-5654,10.5339/qmj.2025.54,0253-8253,No URL retrieved
579,0000-0001-6192-5654,10.5339/avi.2025.6,2220-2749,No URL retrieved
580,0000-0001-6192-5654,10.1002/hsr2.70200,2398-8835,http://creativecommons.org/licenses/by/4.0/
581,0000-0001-5681-0473,10.1007/s40617-024-00967-5,1998-1929,https://www.springernature.com/gp/researchers/text-and-data-mining
582,0009-0000-5375-5894,10.1139/cjz-2021-0135,0008-4301,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
583,0009-0000-5375-5894,10.3955/046.093.0105,0029-344X,No URL retrieved
584,0000-0001-8393-4551,10.1007/s11192-024-05215-9,0138-9130,https://www.springernature.com/gp/researchers/text-and-data-mining
585,0000-0001-8393-4551,10.1007/s11192-020-03671-7,0138-9130,https://www.springernature.com/gp/researchers/text-and-data-mining
586,0000-0002-0158-0081,10.1016/j.marpolbul.2024.117510,0025-326X,https://www.elsevier.com/tdm/userlicense/1.0/
587,0000-0002-0158-0081,10.1093/bioadv/vbae184,2635-0041,https://creativecommons.org/licenses/by/4.0/
588,0000-0003-1983-3945,10.2979/africonfpeacrevi.8.2.02,2156-695X,No URL retrieved
589,0000-0003-1983-3945,10.3138/ijcs.55.05,1180-3991,No URL retrieved
590,0000-0003-1983-3945,10.1093/rsq/hdu015,1020-4067,No URL retrieved
591,0000-0002-1716-7902,10.53935/2641533x.v8i4.436,2641-533X,No URL retrieved
592,0000-0002-1716-7902,10.53935/2641533x.v8i2.347,2641-533X,No URL retrieved
593,0000-0003-1169-6309,10.1177/08445621251345337,0844-5621,https://journals.sagepub.com/page/policies/text-and-data-mining-license
594,0000-0003-1169-6309,10.5430/jnep.v15n2p73,1925-4059,No URL retrieved
595,0000-0003-1285-0515,10.1007/s10660-024-09856-z,1389-5753,https://www.springernature.com/gp/researchers/text-and-data-mining
596,0000-0003-1285-0515,10.1108/INTR-10-2023-0911,1066-2243,https://www.emerald.com/insight/site-policies
597,0000-0003-1285-0515,10.1111/jpim.12765,0737-6782,http://creativecommons.org/licenses/by-nc-nd/4.0/
598,0000-0003-1285-0515,10.1177/20552076251332685,2055-2076,https://journals.sagepub.com/page/policies/text-and-data-mining-license
599,0000-0003-3969-2756,10.2196/56973,2561-326X,No URL retrieved
600,0000-0002-3214-9745,10.1016/j.ijme.2025.101154,1472-8117,https://www.elsevier.com/tdm/userlicense/1.0/
601,0000-0002-3214-9745,10.1108/ijoa-08-2023-3905,1934-8835,https://www.emerald.com/insight/site-policies
602,0000-0002-3214-9745,10.1108/jarhe-08-2023-0356,2050-7003,https://www.emerald.com/insight/site-policies
603,0000-0002-3214-9745,10.1080/19420676.2024.2421251,1942-0676,No URL retrieved
604,0000-0002-3214-9745,10.1016/j.ijme.2024.101025,1472-8117,https://www.elsevier.com/tdm/userlicense/1.0/
605,0000-0002-3214-9745,10.1108/heswbl-07-2023-0174,2042-3896,https://www.emerald.com/insight/site-policies
606,0000-0002-3214-9745,10.1108/jic-02-2022-0046,1469-1930,https://www.emerald.com/insight/site-policies
607,0000-0002-3214-9745,10.1142/s1084946723500012,1084-9467,No URL retrieved
608,0000-0002-3214-9745,10.1108/ijem-03-2022-0102,0951-354X,https://www.emerald.com/insight/site-policies
609,0000-0002-3214-9745,10.18280/ijsdp.160801,1743-7601,http://iieta.org/sites/default/files/TEXT%20AND%20DATA%20MINING%20SERVICE%20AGREEMENT.pdf
610,0000-0002-3214-9745,10.18280/ijsse.110501,2041-9031,http://iieta.org/sites/default/files/TEXT%20AND%20DATA%20MINING%20SERVICE%20AGREEMENT.pdf
611,0000-0002-3214-9745,10.15678/eber.2021.090209,2353-883X,No URL retrieved
612,0000-0002-3214-9745,10.35808/ijeba/642,2241-4754,No URL retrieved
613,0000-0002-3214-9745,10.36478/jeasci.2020.851.854,1816-949X,No URL retrieved
614,0000-0003-2716-2344,10.1037/mac0000218,2211-369X,No URL retrieved
615,0000-0003-2716-2344,10.1037/mac0000154,2211-369X,No URL retrieved
616,0009-0003-7917-5363,10.23984/fjhas.144936,2343-0591,https://creativecommons.org/licenses/by/4.0
617,0009-0003-7917-5363,10.1007/s12304-024-09574-x,1875-1342,https://www.springernature.com/gp/researchers/text-and-data-mining
618,0009-0003-7917-5363,10.4000/131oe,1370-267X,https://creativecommons.org/licenses/by-nc-sa/4.0/
619,0000-0001-9065-6975,10.1111/jan.16996,0309-2402,http://creativecommons.org/licenses/by-nc-nd/4.0/
620,0000-0002-7865-9660,10.1016/j.electacta.2025.146189,0013-4686,https://www.elsevier.com/tdm/userlicense/1.0/
621,0000-0002-7865-9660,10.1021/acsbiomedchemau.4c00027,2694-2437,https://creativecommons.org/licenses/by/4.0/
622,0000-0002-7865-9660,10.1039/d4nj02010c,1144-0546,http://creativecommons.org/licenses/by-nc/3.0/
623,0000-0002-7865-9660,10.1002/cplu.202300410,2192-6506,http://creativecommons.org/licenses/by/4.0/
624,0000-0002-7865-9660,10.1126/sciadv.ade4361,2375-2548,No URL retrieved
625,0000-0002-7865-9660,10.3390/molecules28093770,1420-3049,https://creativecommons.org/licenses/by/4.0/
626,0000-0002-7865-9660,10.1002/SLCT.202204816,2365-6549,http://creativecommons.org/licenses/by/4.0/
627,0000-0002-7865-9660,10.1002/slct.202204816,2365-6549,http://creativecommons.org/licenses/by/4.0/
628,0000-0002-7865-9660,10.3390/catal11060708,2073-4344,https://creativecommons.org/licenses/by/4.0/
629,0000-0002-7865-9660,10.1021/acs.jnatprod.8b00218,0163-3864,No URL retrieved
630,0000-0002-7865-9660,10.1055/s-0036-1588515,0936-5214,No URL retrieved
631,0000-0002-7865-9660,10.1055/s-0031-1290310,0936-5214,No URL retrieved
632,0000-0002-3991-5211,10.1016/j.ocecoaman.2025.107668,0964-5691,https://www.elsevier.com/tdm/userlicense/1.0/
633,0000-0002-2859-7588,10.1080/00128775.2025.2501083,0012-8775,No URL retrieved
634,0000-0002-2859-7588,10.14712/23361980.2024.15,2336-1980,No URL retrieved
635,0000-0002-2859-7588,10.5775/fg.2022.044.d,1583-1523,No URL retrieved
636,0000-0003-4746-2416,10.3233/jad-231083,1387-2877,No URL retrieved
637,0000-0003-4746-2416,10.1016/j.xphs.2020.12.004,0022-3549,https://www.elsevier.com/tdm/userlicense/1.0/
638,0000-0002-7402-0448,10.1080/07448481.2023.2283735,0744-8481,No URL retrieved
639,0000-0003-1655-5935,10.1016/j.neuint.2025.105952,0197-0186,https://www.elsevier.com/tdm/userlicense/1.0/
640,0000-0002-7827-6491,10.32674/jis.v11i1.1272,2166-3750,https://creativecommons.org/licenses/by-nc-nd/4.0
641,0000-0002-7827-6491,10.1525/joae.2020.1.4.428,2637-5192,No URL retrieved
642,0000-0003-1646-9770,10.5840/philtoday2020109358,0031-8256,No URL retrieved
643,0000-0003-4906-0090,10.3390/w17131988,2073-4441,https://creativecommons.org/licenses/by/4.0/
644,0000-0003-4906-0090,10.3390/math13071059,2227-7390,https://creativecommons.org/licenses/by/4.0/
645,0000-0003-3430-972X,10.2196/69442,2369-2529,No URL retrieved
646,0000-0003-3430-972X,10.1016/j.gaitpost.2024.01.025,0966-6362,https://www.elsevier.com/tdm/userlicense/1.0/
647,0000-0003-3430-972X,10.1177/23337214241237119,2333-7214,https://creativecommons.org/licenses/by/4.0/
648,0000-0003-3430-972X,10.1177/00187208211059860,0018-7208,https://journals.sagepub.com/page/policies/text-and-data-mining-license
649,0000-0003-3430-972X,10.1016/j.apmr.2021.06.005,0003-9993,https://www.elsevier.com/tdm/userlicense/1.0/
650,0000-0003-3430-972X,10.1249/mss.0000000000000379,0195-9131,No URL retrieved
651,0009-0007-6904-959X,10.32920/29481119,No ISSN found,https://creativecommons.org/licenses/by/4.0/
652,0009-0007-6904-959X,10.1386/scene_00062_2,2044-3714,No URL retrieved
653,0009-0007-6904-959X,10.1386/scene_00058_1,2044-3714,No URL retrieved
654,0009-0007-6904-959X,10.1093/police/paad069,1752-4512,https://creativecommons.org/licenses/by-nc/4.0/
655,0009-0007-6904-959X,10.1007/s11896-022-09500-2,0882-0783,https://creativecommons.org/licenses/by/4.0
656,0009-0007-6904-959X,10.3138/ctr.188.001,0315-0836,No URL retrieved
657,0009-0007-6904-959X,10.1080/13528165.2020.1930783,1352-8165,No URL retrieved
658,0009-0007-6904-959X,10.3138/ctr.180.001,0315-0836,No URL retrieved
659,0009-0007-6904-959X,10.3138/ctr.159.014,0315-0836,No URL retrieved
660,0009-0007-6904-959X,10.3138/ctr.180.007,0315-0836,No URL retrieved
661,0009-0007-6904-959X,10.1080/13569783.2019.1615874,1356-9783,No URL retrieved
662,0009-0007-6904-959X,10.3138/tric.40.1_2.27,1196-1198,No URL retrieved
663,0009-0007-6904-959X,10.1080/10486801.2018.1475358,1048-6801,No URL retrieved
664,0009-0007-6904-959X,10.3138/ctr.169.002,0315-0836,No URL retrieved
665,0009-0007-6904-959X,10.1162/DRAM_a_00521,1054-2043,No URL retrieved
666,0009-0007-6904-959X,10.3138/ctr.161.001b,0315-0836,No URL retrieved
667,0009-0007-6904-959X,10.3138/ctr.161.001,0315-0836,No URL retrieved
668,0009-0007-6904-959X,10.1080/13528165.2013.856097,1352-8165,No URL retrieved
669,0009-0007-6904-959X,10.3138/ctr.153.012,0315-0836,No URL retrieved
670,0009-0007-6904-959X,10.3138/CTR.150.3,0315-0836,No URL retrieved
671,0009-0007-6904-959X,10.3138/CTR.149.73,0315-0836,No URL retrieved
672,0009-0007-6904-959X,10.3138/ctr.147.31,0315-0836,No URL retrieved
673,0009-0007-6904-959X,10.3138/ctr.146.3,0315-0836,No URL retrieved
674,0009-0007-6904-959X,10.1353/tj.2011.0065,1086-332X,No URL retrieved
675,0009-0007-6904-959X,10.3138/tric.26.1.xi,1196-1198,No URL retrieved
676,0000-0001-8721-1131,10.1177/14749041251330408,1474-9041,https://journals.sagepub.com/page/policies/text-and-data-mining-license
677,0000-0002-0166-5974,10.1080/17501229.2025.2508807,1750-1229,No URL retrieved
678,0000-0002-0166-5974,10.1080/09518398.2025.2470934,0951-8398,No URL retrieved
679,0000-0002-6431-5525,10.1111/ijlh.14518,1751-5521,http://creativecommons.org/licenses/by/4.0/
680,0000-0002-5449-3352,10.1249/MSS.0000000000003523,1530-0315,No URL retrieved
681,0000-0002-5449-3352,10.1161/JAHA.124.037731,2047-9980,No URL retrieved
682,0000-0002-5449-3352,10.1139/apnm-2023-0218,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
683,0000-0002-5449-3352,10.1152/ajpheart.00453.2024,0363-6135,No URL retrieved
684,0000-0002-5449-3352,10.1111/sms.14551,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor
685,0000-0002-5449-3352,10.1111/sms.14705,0905-7188,http://creativecommons.org/licenses/by-nc/4.0/
686,0000-0002-5449-3352,10.1249/MSS.0000000000003459,1530-0315,No URL retrieved
687,0000-0002-5449-3352,10.1152/japplphysiol.00757.2023,8750-7587,No URL retrieved
688,0000-0002-5449-3352,10.1249/MSS.0000000000003440,1530-0315,No URL retrieved
689,0000-0002-5449-3352,10.1007/s00421-024-05444-z,1439-6319,https://www.springernature.com/gp/researchers/text-and-data-mining
690,0000-0002-5449-3352,10.1152/japplphysiol.00219.2024,8750-7587,No URL retrieved
691,0000-0002-5449-3352,10.1249/MSS.0000000000003307,1530-0315,No URL retrieved
692,0000-0002-5449-3352,10.1123/ijspp.2023-0417,1555-0265,No URL retrieved
693,0000-0002-5449-3352,10.1111/sms.14534,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor
694,0000-0002-5449-3352,10.1152/japplphysiol.00239.2024,8750-7587,No URL retrieved
695,0000-0002-5449-3352,10.1111/sms.70005,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor
696,0000-0002-5449-3352,10.1113/EP091753,0958-0670,http://creativecommons.org/licenses/by/4.0/
697,0000-0002-5449-3352,10.1152/japplphysiol.00529.2022,8750-7587,No URL retrieved
698,0000-0002-5449-3352,10.1152/japplphysiol.00567.2022,8750-7587,No URL retrieved
699,0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00775.2022,8750-7587,No URL retrieved
700,0000-0002-5449-3352,10.1139/apnm-2024-0189,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
701,0000-0002-5449-3352,10.1007/s00421-023-05197-1,1439-6319,https://www.springernature.com/gp/researchers/text-and-data-mining
702,0000-0002-5449-3352,10.1097/JSM.0000000000001077,1050-642X,No URL retrieved
703,0000-0002-5449-3352,10.1007/s10286-023-00993-3,0959-9851,https://www.springernature.com/gp/researchers/text-and-data-mining
704,0000-0002-5449-3352,10.1080/17461391.2023.2174452,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor
705,0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00570.2022,8750-7587,No URL retrieved
706,0000-0002-5449-3352,10.1249/MSS.0000000000003148,1530-0315,No URL retrieved
707,0000-0002-5449-3352,10.14814/phy2.15772,2051-817X,http://creativecommons.org/licenses/by/4.0/
708,0000-0002-5449-3352,10.1080/17461391.2022.2032371,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor
709,0000-0002-5449-3352,10.1152/japplphysiol.00673.2022,8750-7587,No URL retrieved
710,0000-0002-5449-3352,10.5114/jhk/159652,1640-5544,https://creativecommons.org/licenses/by/4.0/
711,0000-0002-5449-3352,10.1152/japplphysiol.00178.2022,8750-7587,No URL retrieved
712,0000-0002-5449-3352,10.1161/CIRCULATIONAHA.122.062564,0009-7322,No URL retrieved
713,0000-0002-5449-3352,10.1097/JSM.0000000000001024,1050-642X,No URL retrieved
714,0000-0002-5449-3352,10.1249/MSS.0000000000002812,1530-0315,No URL retrieved
715,0000-0002-5449-3352,10.1007/s40279-022-01723-x,0112-1642,https://www.springer.com/tdm
716,0000-0002-5449-3352,10.1519/JSC.0000000000003861,1064-8011,No URL retrieved
717,0000-0002-5449-3352,10.1123/ijspp.2021-0317,1555-0265,No URL retrieved
718,0000-0002-5449-3352,10.1152/ajpheart.00809.2020,0363-6135,No URL retrieved
719,0000-0002-5449-3352,10.1123/ijspp.2020-0766,1555-0265,No URL retrieved
720,0000-0002-5449-3352,10.1249/mss.0000000000002493,1530-0315,No URL retrieved
721,0000-0002-5449-3352,10.1152/japplphysiol.00982.2020,8750-7587,No URL retrieved
722,0000-0002-5449-3352,10.1123/ijsnem.2020-0211,1526-484X,No URL retrieved
723,0000-0002-5449-3352,10.1152/japplphysiol.00840.2020,8750-7587,No URL retrieved
724,0000-0002-5449-3352,10.1519/jsc.0000000000002524,1064-8011,No URL retrieved
725,0000-0002-5449-3352,10.1123/IJSNEM.2020-0211,1526-484X,No URL retrieved
726,0000-0002-5449-3352,10.1249/MSS.0000000000002544,1530-0315,No URL retrieved
727,0000-0002-5449-3352,10.1007/s00421-021-04715-3,1439-6319,https://www.springer.com/tdm
728,0000-0002-5449-3352,10.1007/s40279-021-01505-x,0112-1642,https://creativecommons.org/licenses/by/4.0
729,0000-0002-5449-3352,10.3389/fphys.2021.566421,1664-042X,https://creativecommons.org/licenses/by/4.0/
730,0000-0002-5449-3352,10.1123/IJSNEM.2021-0083,1526-484X,No URL retrieved
731,0000-0002-5449-3352,10.1249/MSS.0000000000002582,1530-0315,No URL retrieved
732,0000-0002-5449-3352,10.1007/s00421-021-04736-y,1439-6319,https://www.springer.com/tdm
733,0000-0002-5449-3352,10.3390/nu13082601,2072-6643,https://creativecommons.org/licenses/by/4.0/
734,0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00840.2020,8750-7587,No URL retrieved
735,0000-0002-5449-3352,10.1097/JSM.0000000000000853,1050-642X,No URL retrieved
736,0000-0002-5449-3352,10.3389/fphys.2021.696488,1664-042X,https://creativecommons.org/licenses/by/4.0/
737,0000-0002-5449-3352,10.1080/14927713.2021.1874829,1492-7713,No URL retrieved
738,0000-0002-5449-3352,10.1519/JSC.0000000000002524,1064-8011,No URL retrieved
739,0000-0002-5449-3352,10.1123/IJSPP.2020-0766,1555-0265,No URL retrieved
740,0000-0002-5449-3352,10.23736/S0022-4707.21.12697-0,0022-4707,No URL retrieved
741,0000-0002-5449-3352,10.1139/apnm-2020-1056,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
742,0000-0002-5449-3352,10.1249/MSS.0000000000002493,1530-0315,No URL retrieved
743,0000-0002-5449-3352,10.1519/jsc.0000000000003815,1064-8011,No URL retrieved
744,0000-0002-5449-3352,10.1007/s00421-020-04526-y,1439-6319,https://www.springer.com/tdm
745,0000-0002-5449-3352,10.1519/jsc.0000000000003861,1064-8011,No URL retrieved
746,0000-0002-5449-3352,10.3389/fphys.2020.574633,1664-042X,https://creativecommons.org/licenses/by/4.0/
747,0000-0002-5449-3352,10.3389/fphys.2020.581797,1664-042X,https://creativecommons.org/licenses/by/4.0/
748,0000-0002-5449-3352,10.1519/jsc.0000000000003730,1064-8011,No URL retrieved
749,0000-0002-5449-3352,10.1113/jp280032,0022-3751,http://onlinelibrary.wiley.com/termsAndConditions#vor
750,0000-0002-5449-3352,10.1159/000506351,1018-1172,https://karger.com/pages/terms-and-conditions
751,0000-0002-5449-3352,10.1123/ijspp.2019-0290,1555-0265,No URL retrieved
752,0000-0002-5449-3352,10.1123/ijspp.2019-0464,1555-0265,No URL retrieved
753,0000-0002-5449-3352,10.1080/17461391.2019.1651401,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor
754,0000-0002-5449-3352,10.1002/tsm2.184,2573-8488,http://onlinelibrary.wiley.com/termsAndConditions#vor
755,0000-0002-5449-3352,10.1113/JP280032,0022-3751,http://onlinelibrary.wiley.com/termsAndConditions#vor
756,0000-0002-5449-3352,10.1519/JSC.0000000000003730,1064-8011,No URL retrieved
757,0000-0002-5449-3352,10.1519/JSC.0000000000003815,1064-8011,No URL retrieved
758,0000-0002-5449-3352,10.1152/ajpregu.00243.2019,0363-6119,No URL retrieved
759,0000-0002-5449-3352,10.3389/fphys.2019.01332,1664-042X,https://creativecommons.org/licenses/by/4.0/
760,0000-0002-5449-3352,10.1123/jpah.2018-0627,1543-3080,No URL retrieved
761,0000-0002-5449-3352,10.1113/jp277765,0022-3751,http://onlinelibrary.wiley.com/termsAndConditions#vor
762,0000-0002-5449-3352,10.1152/japplphysiol.00997.2018,8750-7587,No URL retrieved
763,0000-0002-5449-3352,10.3389/fphys.2019.00533,1664-042X,https://creativecommons.org/licenses/by/4.0/
764,0000-0002-5449-3352,10.1007/s00421-019-04133-6,1439-6319,http://www.springer.com/tdm
765,0000-0002-5449-3352,10.1016/j.ergon.2018.10.005,0169-8141,https://www.elsevier.com/tdm/userlicense/1.0/
766,0000-0002-5449-3352,10.1113/JP277765,0022-3751,http://onlinelibrary.wiley.com/termsAndConditions#vor
767,0000-0002-5449-3352,10.1519/JSC.0000000000002893,1064-8011,No URL retrieved
768,0000-0002-5449-3352,10.1249/mss.0000000000001725,1530-0315,No URL retrieved
769,0000-0002-5449-3352,10.3389/fphys.2018.01621,1664-042X,https://creativecommons.org/licenses/by/4.0/
770,0000-0002-5449-3352,10.3389/fphys.2018.01700,1664-042X,https://creativecommons.org/licenses/by/4.0/
771,0000-0002-5449-3352,10.1097/jsm.0000000000000488,1050-642X,No URL retrieved
772,0000-0002-5449-3352,10.1007/s40279-018-0963-8,0112-1642,https://www.springer.com/tdm
773,0000-0002-5449-3352,10.1123/ijspp.2017-0540,1555-0265,No URL retrieved
774,0000-0002-5449-3352,10.1519/jsc.0000000000002650,1064-8011,No URL retrieved
775,0000-0002-5449-3352,10.1123/ijsnem.2017-0397,1526-484X,No URL retrieved
776,0000-0002-5449-3352,10.1371/journal.pone.0201179,1932-6203,http://creativecommons.org/licenses/by/4.0/
777,0000-0002-5449-3352,10.1123/jsr.2017-0002,1056-6716,No URL retrieved
778,0000-0002-5449-3352,10.1249/mss.0000000000001514,0195-9131,No URL retrieved
779,0000-0002-5449-3352,10.1080/17461391.2018.1458907,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor
780,0000-0002-5449-3352,10.1519/jsc.0000000000002893,1064-8011,No URL retrieved
781,0000-0002-5449-3352,10.1249/MSS.0000000000001725,1530-0315,No URL retrieved
782,0000-0002-5449-3352,10.1249/MSS.0000000000001676,1530-0315,No URL retrieved
783,0000-0002-5449-3352,10.1097/JSM.0000000000000488,1050-642X,No URL retrieved
784,0000-0002-5449-3352,10.1249/MSS.0000000000001514,0195-9131,No URL retrieved
785,0000-0002-5449-3352,10.1097/jsm.0000000000000390,1050-642X,No URL retrieved
786,0000-0002-5449-3352,10.1152/ajpheart.00494.2017,0363-6135,No URL retrieved
787,0000-0002-5449-3352,10.1123/jpah.2016-0384,1543-3080,No URL retrieved
788,0000-0002-5449-3352,10.1152/japplphysiol.00030.2017,8750-7587,No URL retrieved
